32;2895432660
22;449572
22;449572
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
22;449572
22;449572
22;449572
22;449572
22;449572
22;449572
22;449572
22;449572
28;83290424
28;83290424
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
26;14385376
24;2521270
24;2521270
24;2521270
24;2521270
24;2521270
24;2521270
24;2521270
24;2521270
24;2521270
24;2521270
24;2521270
24;2521270
24;2521270
24;2521270
24;2521270
24;2521270
24;2521270
24;2521270
24;2521270
24;2521270
24;2521270
24;2521270
24;2521270
24;2521270
24;2521270
24;2521270
24;2521270
24;2521270
24;2521270
24;2521270
24;2521270
24;2521270
24;2521270
24;2521270
24;2521270
24;2521270
24;2521270
24;2521270
24;2521270
24;2521270
22;449572
22;449572
22;449572
22;449572
22;449572
22;449572
22;449572
22;449572
22;449572
22;449572
22;449572
22;449572
22;449572
22;449572
22;449572
22;449572
22;449572
22;449572
22;449572
22;449572
22;449572
22;449572
22;449572
22;449572
22;449572
22;449572
22;449572
22;449572
30;488384528
32;2895432660
12;124
14;588
14;588
14;588
12;124
24;2521270
24;2521270
24;2521270
24;2521270
24;2521270
24;2521270
24;2521270
24;2521270
24;2521270
22;449572
22;449572
22;449572
22;449572
22;449572
22;449572
22;449572
22;449572
22;449572
22;449572
24;2521270
30;488384528
